Geo Point;Geo Shape;Haltestellennummer;Haltestellenname;Angezeigter_Name;Transportunternehmen_Nummer;Transportunternehmen_Name;Gemeindenummer;Gemeinde_Name;Gebiet;Höhe;Haltestellenart;Haltestellentyp;Zum Objekt navigieren
47.542022764440794, 7.592864142896174;"{""coordinates"": [7.592864142896174, 47.542022764440794], ""type"": ""Point""}";89300;Basel, Bruderholzstrasse;Bruderholzstrasse;823;BVB;2701;Basel;BS;282;Bushaltestelle;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.542022764440794&lon=7.592864142896174&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.55823686914484, 7.619356128871039;"{""coordinates"": [7.619356128871039, 47.55823686914484], ""type"": ""Point""}";30735;Birschöpfli;Birsfelden Birschöpfli;191;BPG;2766;Birsfelden;BS;260;Schiffanlegestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.55823686914484&lon=7.619356128871039&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.592258181618476, 7.588675666671434;"{""coordinates"": [7.588675666671434, 47.592258181618476], ""type"": ""Point""}";30642;Huningue Schifflände;Huningue Schifflände;191;BPG;9998;Huningue;F;248;Schiffanlegestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.59225818161848&lon=7.588675666671434&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.54628775474217, 7.66105241108707;"{""coordinates"": [7.66105241108707, 47.54628775474217], ""type"": ""Point""}";30639;Grenzach-Wyhlen;Grenzach-Wyhlen;191;BPG;998;Grenzach-Wyhlen;BL;262;Schiffanlegestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.54628775474217&lon=7.66105241108707&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.55391390255293, 7.789911678711448;"{""coordinates"": [7.789911678711448, 47.55391390255293], ""type"": ""Point""}";30698;Rheinfelden Schifflände;Rheinfelden Schifflände;191;BPG;4258;Rheinfelden;AG;285;Schiffanlegestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.55391390255292&lon=7.789911678711448&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.569376762251366, 7.583284462850294;"{""coordinates"": [7.583284462850294, 47.569376762251366], ""type"": ""Point""}";8000006;St. Johann-Fähre Grossbasel;St. Johann-Fähre Grossbasel;;-;2701;Basel;BS;;Fährianlegestelle;Privatangebot;https://opendatabs.github.io/map-links/?lat=47.569376762251366&lon=7.583284462850294&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.588211807701335, 7.589399792447378;"{""coordinates"": [7.589399792447378, 47.588211807701335], ""type"": ""Point""}";6000001;Dreiländereck;Rhytaxi-Einstiegsstelle Dreiländereck;;-;2701;Basel;BS;;Rhytaxi;Privatangebot;https://opendatabs.github.io/map-links/?lat=47.58821180770133&lon=7.589399792447378&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.582920525548396, 7.588709584749772;"{""coordinates"": [7.588709584749772, 47.582920525548396], ""type"": ""Point""}";6000002;Affenfelsen, Gelpke Brunnen, Verkehrsdrehscheibe, Hafenbecken 1;Rhytaxi-Einstiegsstelle Hafenbecken 1;;-;2701;Basel;BS;;Rhytaxi;Privatangebot;https://opendatabs.github.io/map-links/?lat=47.582920525548396&lon=7.588709584749772&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.5670378208989, 7.583570916824863;"{""coordinates"": [7.583570916824863, 47.5670378208989], ""type"": ""Point""}";7000001;Passagierbootterminal St. Johann Steiger 1;Passagierbootterminal St. Johann Steiger 1;;-;2701;Basel;BS;;Terminal Kabinenschifffahrt;Privatangebot;https://opendatabs.github.io/map-links/?lat=47.56703782089891&lon=7.583570916824863&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.58002426281158, 7.585852476980272;"{""coordinates"": [7.585852476980272, 47.58002426281158], ""type"": ""Point""}";7000004;Plattform 2 Klybeckquai;Plattform 2 Klybeckquai;;-;2701;Basel;BS;;Terminal Kabinenschifffahrt;Privatangebot;https://opendatabs.github.io/map-links/?lat=47.580024262811584&lon=7.585852476980272&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.58686462139686, 7.588445974631882;"{""coordinates"": [7.588445974631882, 47.58686462139686], ""type"": ""Point""}";7000005;Passagierbootterminal Dreiländereck (Steiger 3);Passagierbootterminal Dreiländereck (Steiger 3);;-;2701;Basel;BS;;Terminal Kabinenschifffahrt;Privatangebot;https://opendatabs.github.io/map-links/?lat=47.58686462139688&lon=7.588445974631882&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.7902612834931, 7.586847952051785;"{""coordinates"": [7.586847952051785, 47.7902612834931], ""type"": ""Point""}";4000019;Auggen;Auggen;368;DB;9998;Auggen;D;;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.7902612834931&lon=7.586847952051785&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.41932475370845, 7.502636091939459;"{""coordinates"": [7.502636091939459, 47.41932475370845], ""type"": ""Point""}";113;Laufen;Laufen;11;SBB;2787;Laufen;BL;355;Bahnhof;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.419324753708445&lon=7.502636091939459&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.54763161617372, 7.909596701379061;"{""coordinates"": [7.909596701379061, 47.54763161617372], ""type"": ""Point""}";303;Mumpf;Mumpf;11;SBB;4255;Mumpf;AG;310;S-Bahn-Haltestelle;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.54763161617372&lon=7.909596701379063&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.541589767924464, 7.948828682903578;"{""coordinates"": [7.948828682903578, 47.541589767924464], ""type"": ""Point""}";320;Stein-Säckingen;Stein-Säckingen;11;SBB;4260;Stein (AG);AG;311;Bahnhof;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.541589767924464&lon=7.948828682903576&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.50734319315586, 8.013066507682566;"{""coordinates"": [8.013066507682566, 47.50734319315586], ""type"": ""Point""}";305;Frick;Frick;11;SBB;4163;FRick;AG;360;Bahnhof;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.50734319315586&lon=8.013066507682566&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.55698697723931, 7.782626450823248;"{""coordinates"": [7.782626450823248, 47.55698697723931], ""type"": ""Point""}";18833;Rheinfelden (Baden);Rheinfelden (Baden);368;DB;9998;Rheinfelden;D;281;Bahnhof;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.55698697723931&lon=7.782626450823248&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.5913368431415, 7.87247299028893;"{""coordinates"": [7.87247299028893, 47.5913368431415], ""type"": ""Point""}";18834;Schwörstadt;Schwörstadt;368;DB;9998;Schwörstadt;D;290;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.59133684314149&lon=7.87247299028893&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.58172299136986, 7.9104831996253555;"{""coordinates"": [7.910483199625356, 47.58172299136986], ""type"": ""Point""}";18839;Wehr-Brennet;Wehr-Brennet;368;DB;9998;Wehr;D;293;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.581722991369865&lon=7.9104831996253555&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%2
47.55659507700978, 7.9497367056465835;"{""coordinates"": [7.949736705646584, 47.55659507700978], ""type"": ""Point""}";18815;Bad Säckingen;Bad Säckingen;368;DB;9998;Bad Säckingen;D;280;Bahnhof;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.55659507700979&lon=7.9497367056465835&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.56678449713491, 8.073715366581972;"{""coordinates"": [8.073715366581972, 47.56678449713491], ""type"": ""Point""}";18829;Laufenburg (Baden) Ost;Laufenburg (Baden) Ost;368;DB;9998;Laufenburg;D;300;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.56678449713491&lon=8.073715366581972&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.46275029233643, 7.812025408391055;"{""coordinates"": [7.812025408391055, 47.46275029233643], ""type"": ""Point""}";26;Sissach;Sissach;11;SBB;2861;Sissach;BL;376;Bahnhof;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.46275029233643&lon=7.812025408391055&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.35193462685907, 7.907692380637012;"{""coordinates"": [7.907692380637012, 47.35193462685907], ""type"": ""Point""}";218;Olten;Olten;11;SBB;2581;Olten;SO;396;Bahnhof;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.35193462685907&lon=7.907692380637013&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.42537504959927, 7.850535708426285;"{""coordinates"": [7.850535708426285, 47.42537504959927], ""type"": ""Point""}";33;Rümlingen;Rümlingen;11;SBB;2859;Rümlingen;BL;480;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.42537504959927&lon=7.850535708426285&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.38628493117579, 7.748850687374329;"{""coordinates"": [7.748850687374329, 47.38628493117579], ""type"": ""Point""}";87;Waldenburg;Waldenburg;94;WB;2895;Waldenburg;BL;518;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.38628493117578&lon=7.748850687374329&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.48150739474871, 7.499386708503187;"{""coordinates"": [7.499386708503187, 47.48150739474871], ""type"": ""Point""}";7317;Flüh, Sternenbergstrasse;Sternenbergstrasse;801;PAG;2476;Hofstetten-Flüh;SO;404;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.481507394748704&lon=7.499386708503187&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.47956742235445, 7.750325410125868;"{""coordinates"": [7.750325410125868, 47.47956742235445], ""type"": ""Point""}";6065;Liestal, Grammet;Grammet;811;AAGL;2829;Liestal;BL;326;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.47956742235444&lon=7.750325410125868&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.58754004333188, 7.679268300092736;"{""coordinates"": [7.679268300092736, 47.58754004333188], ""type"": ""Point""}";999999;Inzlingen, Abzweigung Au;Abzweigung Au;;SWEG;9998;Inzlingen;D;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.587540043331884&lon=7.679268300092736&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.588004128607544, 7.688720719531196;"{""coordinates"": [7.688720719531196, 47.588004128607544], ""type"": ""Point""}";999997;Inzlingen, Riehener Strasse;Riehener Strasse;;SWEG;9998;Inzlingen;D;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.58800412860754&lon=7.688720719531196&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.6003426348528, 7.702517160189028;"{""coordinates"": [7.702517160189028, 47.6003426348528], ""type"": ""Point""}";999994;Inzlingen, Waidhof;Waidhof;;SWEG;9998;Inzlingen;D;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.60034263485281&lon=7.702517160189029&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.60988794612249, 7.670162625864965;"{""coordinates"": [7.670162625864965, 47.60988794612249], ""type"": ""Point""}";999992;Lörrach, Wallbrunnstrasse;Wallbrunnstrasse;;SWEG;9998;Lörrach;D;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.609887946122484&lon=7.670162625864965&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.59568128725799, 7.5965354605648185;"{""coordinates"": [7.596535460564819, 47.59568128725799], ""type"": ""Point""}";999981;Weil am Rhein, Tullastrasse;Tullastrasse;;SWEG;9998;Weil am Rhein;D;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.595681287257996&lon=7.5965354605648185&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%2
47.5922470477459, 7.64182387483952;"{""coordinates"": [7.64182387483952, 47.5922470477459], ""type"": ""Point""}";999978;Weil am Rhein, Ost Zoll;Weil am Rhein, Ost Zoll;;SWEG;9998;Weil am Rhein;D;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.5922470477459&lon=7.641823874839519&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.583051682889916, 7.511823702346679;"{""coordinates"": [7.511823702346679, 47.583051682889916], ""type"": ""Point""}";999977;Hésingue, Liesbach;Liesbach;;distribus;;Hésingue;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.58305168288991&lon=7.511823702346679&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.59493157942213, 7.502182672587625;"{""coordinates"": [7.502182672587625, 47.59493157942213], ""type"": ""Point""}";999976;Blotzheim, Beaubourg;Beaubourg;;distribus;;Blotzheim;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.59493157942212&lon=7.502182672587625&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.60785141153078, 7.506814293701006;"{""coordinates"": [7.506814293701006, 47.60785141153078], ""type"": ""Point""}";999975;Blotzheim, Clostermann;Clostermann;;distribus;;Blotzheim;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.60785141153078&lon=7.506814293701006&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.638083324955495, 7.472844074412995;"{""coordinates"": [7.472844074412995, 47.638083324955495], ""type"": ""Point""}";999974;Bartenheim, Merles;Merles;;distribus;;Bartenheim;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.6380833249555&lon=7.472844074412995&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.66568610662725, 7.442389776682281;"{""coordinates"": [7.442389776682281, 47.66568610662725], ""type"": ""Point""}";999970;Sierentz, Zone Commerciale;Zone Commerciale;;distribus;;Sierentz;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.66568610662725&lon=7.442389776682281&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.569559313450924, 7.461965055308922;"{""coordinates"": [7.461965055308922, 47.569559313450924], ""type"": ""Point""}";999962;Attenschwiller, Rue de Paris;Attenschwiller, Rue de Paris;;distribus;;Attenschwiller;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.569559313450924&lon=7.461965055308922&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.49830977609225, 7.455711321267373;"{""coordinates"": [7.455711321267373, 47.49830977609225], ""type"": ""Point""}";999958;Liebenswiller, Mairie;Liebenswiller, Mairie;;distribus;;Liebenswiller;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.49830977609225&lon=7.455711321267373&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.49964961638707, 7.485928041071569;"{""coordinates"": [7.485928041071569, 47.49964961638707], ""type"": ""Point""}";999957;Leymen, Birsig;Leymen, Birsig;;distribus;;Leymen;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.49964961638708&lon=7.485928041071569&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.5230974991361, 7.478284841824582;"{""coordinates"": [7.478284841824582, 47.5230974991361], ""type"": ""Point""}";999953;Hagenthal-le-Bas, Lertzbach;Hagenthal-le-Bas, Lertzbach;;distribus;;Hagenthal-le-Bas;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.52309749913611&lon=7.478284841824582&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.525027579700414, 7.478104364970418;"{""coordinates"": [7.478104364970418, 47.525027579700414], ""type"": ""Point""}";999950;Hagenthal-le-Bas, Centre;Hagenthal-le-Bas, Centre;;distribus;;Hagenthal-le-Bas;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.525027579700414&lon=7.478104364970418&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.52965447724628, 7.4808597635722505;"{""coordinates"": [7.48085976357225, 47.52965447724628], ""type"": ""Point""}";999949;Hagenthal-le-Bas, Rue de Hégenheim;Hagenthal-le-Bas, Rue de Hégenheim;;distribus;;Hagenthal-le-Bas;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.52965447724629&lon=7.4808597635722505&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.56303816543557, 7.4034829610394945;"{""coordinates"": [7.403482961039495, 47.56303816543557], ""type"": ""Point""}";999946;Knoeringue, Centre;Knoeringue, Centre;;distribus;;Knoeringue;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.563038165435565&lon=7.4034829610394945&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%2
47.57998036775171, 7.424186609126833;"{""coordinates"": [7.424186609126833, 47.57998036775171], ""type"": ""Point""}";999943;Ranspach-le-Haut, Attenbach;Ranspach-le-Haut, Attenbach;;distribus;;Ranspach-le-Haut;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.579980367751716&lon=7.424186609126833&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.583756834911135, 7.440602138130373;"{""coordinates"": [7.440602138130373, 47.583756834911135], ""type"": ""Point""}";999942;Ranspach-le-Bas, Oberfeld;Ranspach-le-Bas, Oberfeld;;distribus;;Ranspach-le-Bas;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.583756834911135&lon=7.440602138130373&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.58845856031982, 7.450305263398476;"{""coordinates"": [7.450305263398476, 47.58845856031982], ""type"": ""Point""}";999940;Ranspach-le-Bas, Sud Alsace;Ranspach-le-Bas, Sud Alsace;;distribus;;Ranspach-le-Bas;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.58845856031982&lon=7.450305263398476&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.589314977905985, 7.452900658814711;"{""coordinates"": [7.452900658814711, 47.589314977905985], ""type"": ""Point""}";999939;Ranspach-le-Bas, Coquelicots;Ranspach-le-Bas, Coquelicots;;distribus;;Ranspach-le-Bas;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.589314977905985&lon=7.452900658814711&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.59286087139547, 7.4643346259786565;"{""coordinates"": [7.464334625978656, 47.59286087139547], ""type"": ""Point""}";999937;Michelbach-le-Bas, Centre;Michelbach-le-Bas, Centre;;distribus;;Michelbach-le-Bas;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.59286087139547&lon=7.4643346259786565&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
